Source,Min Stolen,Max-Min,Entity,Median Stolen,MethodOfLeak,Max Stolen,Número de registros,RecordsStolen,Year
http://news.cnet.com/8301-1009_3-57505330-83/antisec-claims-to-have-snatched-12m-apple-device-ids-from-fbi/,30000,199970000,Apple,6500000,accidentally published,200000000,1,12400000,2012
http://boingboing.net/2013/05/23/terracom-and-yourtel-threaten.html,16000,64984000,TerraCom & YourTel,750000,accidentally published,65000000,1,180000,2013
http://news.bbc.co.uk/1/hi/6956349.stm,90000,93910000,Monster.com,3000000,hacked,94000000,1,1600000,2007
http://www.idtheftcenter.org/artman2/publish/lib_survey/ITRC_2008_Breach_List.shtml,72000,129928000,Virginia Prescription Monitoring Program,1100000,hacked,130000000,1,500000,2009
http://www.fosters.com/apps/pbcs.dll/article?AID=/20110120/GJNEWS_01/701209744,40000,3260000,"Seacoast Radiology, PA",400000,hacked,3300000,1,200000,2010
http://www.idtheftcenter.org/artman2/publish/lib_survey/ITRC_2008_Breach_List.shtml,30000,199970000,Medicaid,6500000,hacked,200000000,1,800000,2012
http://www.wired.co.uk/news/archive/2013-05/22/south-africa-whistleblower-leak,16000,64984000,South Africa police,750000,hacked,65000000,1,16000,2013
http://krebsonsecurity.com/2013/09/data-broker-giants-hacked-by-id-theft-service/,16000,64984000,ssndob.ms,750000,hacked,65000000,1,4000000,2013
http://money.cnn.com/2014/08/18/technology/security/hospital-chs-hack/,52000,144948000,Community Health Services,4000000,hacked,145000000,1,4500000,2014
http://www.anthemfacts.com/faq,10,190999990,Anthem,5095198,hacked,191000000,1,80000000,2016
http://www.idtheftcenter.org/artman2/publish/lib_survey/ITRC_2008_Breach_List.shtml,50000,17950000,Starbucks,1900000,lost / stolen computer,18000000,1,100000,2008
http://www.idtheftcenter.org/artman2/publish/lib_survey/ITRC_2008_Breach_List.shtml,72000,129928000,US National Guard,1100000,lost / stolen computer,130000000,1,130000,2009
http://news.cnet.com/Laptop-with-HP-employee-data-stolen/2100-7348_3-6052964.html,200000,26300000,Hewlett Packard,10500000,lost / stolen media,26500000,1,200000,2006
http://www.scmagazine.com/thief-steals-57-hard-drives-from-bluecross-blueshield-of-tennessee/article/162178/,72000,129928000,Blue Cross Blue Shield of Tennessee,1100000,lost / stolen media,130000000,1,1000000,2009
http://www.idtheftcenter.org/artman2/publish/lib_survey/ITRC_2008_Breach_List.shtml,72000,129928000,US Dept of Defense,1100000,lost / stolen media,130000000,1,72000,2009
http://www.wired.com/threatlevel/2009/10/probe-targets-archives-handling-of-data-on-70-million-vets/,72000,129928000,US Military,1100000,lost / stolen media,130000000,1,76000000,2009
http://www.foxnews.com/us/2010/03/26/student-loan-company-data-m-people-stolen/,40000,3260000,Educational Credit Management Corp,400000,lost / stolen media,3300000,1,3300000,2010
http://healthitsecurity.com/2013/08/27/advocate-medical-group-endures-massive-data-breach/,16000,64984000,Advocate Medical Group,750000,lost / stolen media,65000000,1,4000000,2013
http://www.guelphmercury.com/news-story/2200845-honda-canada-hit-by-online-security-breach-283-000-car-owners-personal-data-stolen/,35000,76965000,Honda Canada,1000000,poor security,77000000,1,300000,2011
http://news.softpedia.com/news/Citi-Exposes-Details-of-150-000-Individuals-Who-Went-into-Bankruptcy-369979.shtml,16000,64984000,Citigroup,750000,poor security,65000000,1,150000,2013
http://www.reuters.com/article/2013/07/18/net-us-nasdaq-cybercrime-website-idUSBRE96H1F520130718,52000,144948000,NASDAQ,4000000,hacked,145000000,1,500000,2014
http://www.theguardian.com/technology/2015/jul/06/hacking-team-hacked-firm-sold-spying-tools-to-repressive-regimes-documents-claim,40000,69960000,Hacking Team,2700000,hacked,70000000,1,500000,2015
http://helpx.adobe.com/x-productkb/policy-pricing/customer-alert.html,16000,64984000,Adobe,750000,hacked,65000000,1,36000000,2013
"http://www.chicagotribune.com/news/sns-rt-us-target-breach-20131218,0,3434295.story",52000,144948000,Target,4000000,hacked,145000000,1,70000000,2014
